movieId,title,genres,director
m3148,"Cider House Rules, The (1999)",['Drama'],a0002120
m3149,Diamonds (1999),['Mystery'],
m3150,"War Zone, The (1999)",['Drama'],a0000619
m3151,"Bat Whispers, The (1930)","['Crime', 'Drama', 'Mystery']",
m3152,"Last Picture Show, The (1971)",['Drama'],a0000953
m3153,"7th Voyage of Sinbad, The (1958)","['Action', 'Adventure', 'Fantasy']",a0432846
m3154,Blood on the Sun (1945),"['Drama', 'War']",
m3155,Anna and the King (1999),"['Drama', 'Romance']",a0855035
m3156,Bicentennial Man (1999),"['Comedy', 'Drama', 'Sci-Fi']",a0001060
m3157,Stuart Little (1999),"[""Children's"", 'Comedy']",a0591450
m3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",['Drama'],a0155280
m3159,Fantasia 2000 (1999),"['Animation', ""Children's"", 'Musical']",a0402563
m3160,Magnolia (1999),['Drama'],a0000759
m3161,Onegin (1999),['Drama'],a0276397
m3162,Simpatico (1999),"['Comedy', 'Drama']",a0911334
m3163,Topsy-Turvy (1999),['Drama'],a0005139
m3164,"Alley Cats, The (1968)",['Drama'],
m3165,Boiling Point (1993),"['Action', 'Drama']",a0364805
m3166,Brenda Starr (1989),['Adventure'],
m3167,Carnal Knowledge (1971),['Drama'],a0001566
m3168,Easy Rider (1969),"['Adventure', 'Drama']",a0000454
m3169,"Falcon and the Snowman, The (1984)",['Drama'],a0772259
m3170,Hi-Yo Silver (1940),['Western'],
m3171,Room at the Top (1959),['Drama'],a0002338
m3172,Ulysses (Ulisse) (1954),['Adventure'],
m3173,Any Given Sunday (1999),['Drama'],a0000231
m3174,Man on the Moon (1999),"['Comedy', 'Drama']",a0001232
m3175,Galaxy Quest (1999),"['Adventure', 'Comedy', 'Sci-Fi']",a0661751
m3176,"Talented Mr. Ripley, The (1999)","['Drama', 'Mystery', 'Thriller']",a0005237
m3177,Next Friday (1999),['Comedy'],a0139867
m3178,"Hurricane, The (1999)",['Drama'],a0422484
m3179,Angela's Ashes (1999),['Drama'],a0000570
m3180,Play it to the Bone (1999),"['Comedy', 'Drama']",
m3181,Titus (1999),['Drama'],a0853380
m3182,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),['Documentary'],a0001554
m3183,"Third Miracle, The (1999)",['Drama'],a0002140
m3184,Montana (1998),"['Action', 'Comedy', 'Crime', 'Drama']",
m3185,Snow Falling on Cedars (1999),['Drama'],a0382956
m3186,"Girl, Interrupted (1999)",['Drama'],a0003506
m3187,Trans (1998),['Drama'],
m3188,"Life and Times of Hank Greenberg, The (1998)",['Documentary'],
m3189,My Dog Skip (1999),['Comedy'],a0751221
m3190,Supernova (2000),"['Adventure', 'Sci-Fi']",a0001353
m3191,"Quarry, The (1998)",['Drama'],
m3192,"Terrorist, The (Malli) (1998)",['Drama'],a0007144
m3193,Creature (1999),['Documentary'],
m3194,"Way We Were, The (1973)",['Drama'],a0001628
m3195,Tess of the Storm Country (1922),['Drama'],
m3196,Stalag 17 (1953),"['Drama', 'War']",a0000697
m3197,"Presidio, The (1988)",['Action'],a0001382
m3198,Papillon (1973),['Drama'],a0769874
m3199,Pal Joey (1957),"['Comedy', 'Musical', 'Romance']",
m3200,"Last Detail, The (1973)","['Comedy', 'Drama']",a0000797
m3201,Five Easy Pieces (1970),['Drama'],a0706182
m3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),['Drama'],
m3203,Dead Calm (1989),['Thriller'],a0637518
m3204,"Boys from Brazil, The (1978)",['Thriller'],a0769874
m3205,Black Sunday (La Maschera Del Demonio) (1960),['Horror'],
m3206,Against All Odds (1984),['Romance'],a0000431
m3207,"Snows of Kilimanjaro, The (1952)",['Adventure'],
m3208,Loaded Weapon 1 (1993),"['Action', 'Comedy']",a0704164
m3209,"Loves of Carmen, The (1948)",['Drama'],
m3210,Fast Times at Ridgemont High (1982),['Comedy'],a0002132
m3211,"Cry in the Dark, A (1988)",['Drama'],a0770961
m3212,Born to Win (1971),['Drama'],
m3213,Batman: Mask of the Phantasm (1993),"['Animation', ""Children's""]",a0863622
m3214,American Flyers (1985),['Drama'],a0000824
m3215,Voyage of the Damned (1976),['Drama'],
m3216,Vampyros Lesbos (Las Vampiras) (1970),['Horror'],
m3217,"Star Is Born, A (1937)",['Drama'],a0281808
m3218,Poison (1991),['Drama'],
m3219,Pacific Heights (1990),['Thriller'],a0772259
m3220,Night Tide (1961),['Drama'],
m3221,"Draughtsman's Contract, The (1982)",['Drama'],a0000425
m3222,Carmen (1984),['Drama'],
m3223,"Zed & Two Noughts, A (1985)",['Drama'],a0000425
m3224,Woman in the Dunes (Suna no onna) (1964),['Drama'],a0856267
m3225,Down to You (2000),"['Comedy', 'Romance']",a0410640
m3226,Hellhounds on My Trail (1999),['Documentary'],
m3227,"Not Love, Just Frenzy (Más que amor, frenesí) (1996)","['Comedy', 'Drama', 'Thriller']",
m3228,Wirey Spindell (1999),['Comedy'],
m3229,Another Man's Poison (1952),"['Crime', 'Drama']",
m3230,"Odessa File, The (1974)",['Thriller'],a0623768
m3231,"Saphead, The (1920)",['Comedy'],
m3232,Seven Chances (1925),['Comedy'],
m3233,Smashing Time (1967),['Comedy'],
m3234,Train Ride to Hollywood (1978),['Comedy'],
m3235,Where the Buffalo Roam (1980),['Comedy'],a0513165
m3236,Zachariah (1971),['Western'],
m3237,Kestrel's Eye (Falkens öga) (1998),['Documentary'],
m3238,Eye of the Beholder (1999),['Thriller'],a0254632
m3239,Isn't She Great? (2000),['Comedy'],
m3240,"Big Tease, The (1999)",['Comedy'],a0020728
m3241,"Cup, The (Phörpa) (1999)",['Comedy'],a0634897
m3242,Santitos (1997),['Comedy'],
m3243,Encino Man (1992),['Comedy'],a0562645
m3244,"Goodbye Girl, The (1977)","['Comedy', 'Romance']",a0006889
m3245,I Am Cuba (Soy Cuba/Ya Kuba) (1964),['Drama'],
m3246,Malcolm X (1992),['Drama'],a0000490
m3247,Sister Act (1992),"['Comedy', 'Crime']",a0001915
m3248,Sister Act 2: Back in the Habit (1993),['Comedy'],a0004886
m3249,"Hand That Rocks the Cradle, The (1992)",['Thriller'],a0000436
m3250,Alive (1993),['Drama'],a0550881
m3251,Agnes of God (1985),"['Drama', 'Mystery']",a0422484
m3252,Scent of a Woman (1992),['Drama'],a0000976
m3253,Wayne's World (1992),['Comedy'],a0790715
m3254,Wayne's World 2 (1993),['Comedy'],a0839660
m3255,"League of Their Own, A (1992)","['Comedy', 'Drama']",a0001508
m3256,Patriot Games (1992),"['Action', 'Thriller']",a0637518
m3257,"Bodyguard, The (1992)","['Action', 'Drama', 'Romance', 'Thriller']",a0413875
m3258,Death Becomes Her (1992),['Comedy'],a0000709
m3259,Far and Away (1992),"['Drama', 'Romance']",a0000165
m3260,Howards End (1992),['Drama'],a0412465
m3261,Singles (1992),"['Comedy', 'Drama', 'Romance']",a0001081
m3262,Twin Peaks: Fire Walk with Me (1992),"['Drama', 'Mystery']",a0000186
m3263,White Men Can't Jump (1992),['Comedy'],a0005421
m3264,Buffy the Vampire Slayer (1992),"['Comedy', 'Horror']",a0476900
m3265,Hard-Boiled (Lashou shentan) (1992),"['Action', 'Crime']",a0000247
m3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),"['Action', 'Comedy', 'Crime', 'Drama']",a0688143
m3267,"Mariachi, El (1992)","['Action', 'Thriller']",a0001675
m3268,Stop! Or My Mom Will Shoot (1992),"['Action', 'Comedy']",a0006854
m3269,Forever Young (1992),"['Adventure', 'Romance', 'Sci-Fi']",a0591171
m3270,"Cutting Edge, The (1992)",['Drama'],a0001274
m3271,Of Mice and Men (1992),['Drama'],a0000641
m3272,Bad Lieutenant (1992),"['Crime', 'Drama']",a0001206
m3273,Scream 3 (2000),"['Horror', 'Mystery', 'Thriller']",a0000127
m3274,Single White Female (1992),['Action'],a0775447
m3275,"Boondock Saints, The (1999)","['Action', 'Comedy']",a0240627
m3276,Gun Shy (2000),['Comedy'],a0086826
m3277,Beloved/Friend (Amigo/Amado) (1999),['Drama'],
m3278,Gendernauts (1999),['Documentary'],
m3279,Knockout (1999),"['Action', 'Adventure']",
m3280,"Baby, The (1973)",['Horror'],a0692872
m3281,"Brandon Teena Story, The (1998)",['Documentary'],a0645880
m3282,Different for Girls (1996),['Comedy'],
m3283,Minnie and Moskowitz (1971),['Action'],a0001023
m3284,They Might Be Giants (1971),"['Comedy', 'Romance']",a0367431
m3285,"Beach, The (2000)","['Adventure', 'Drama']",a0000965
m3286,Snow Day (2000),['Comedy'],a0462277
m3287,"Tigger Movie, The (2000)","['Animation', ""Children's""]",a0266255
m3288,Cotton Mary (1999),['Drama'],
m3289,Not One Less (Yi ge dou bu neng shao) (1999),['Drama'],a0955443
m3290,Soft Toilet Seats (1999),['Comedy'],
m3291,Trois (2000),['Thriller'],
m3292,"Big Combo, The (1955)",['Film-Noir'],
m3293,Conceiving Ada (1997),"['Drama', 'Sci-Fi']",
m3294,Eaten Alive (1976),['Horror'],a0001361
m3295,Raining Stones (1993),['Drama'],a0516360
m3296,To Sir with Love (1967),['Drama'],a0165412
m3297,With Byrd at the South Pole (1930),['Documentary'],
m3298,Boiler Room (2000),['Drama'],a0950226
m3299,Hanging Up (2000),"['Comedy', 'Drama']",a0000473
m3300,Pitch Black (2000),"['Action', 'Sci-Fi']",a0878638
m3301,"Whole Nine Yards, The (2000)","['Comedy', 'Crime']",a0528718
m3302,Beautiful People (1999),['Comedy'],a0229026
m3303,Black Tar Heroin: The Dark End of the Street (1999),['Documentary'],a0645574
m3304,Blue Collar (1978),"['Crime', 'Drama']",
m3305,Bluebeard (1944),"['Film-Noir', 'Horror']",
m3306,"Circus, The (1928)",['Comedy'],a0000122
m3307,City Lights (1931),"['Comedy', 'Drama', 'Romance']",a0000122
m3308,"Flamingo Kid, The (1984)","['Comedy', 'Drama']",a0005190
m3309,"Dog's Life, A (1920)",['Comedy'],
m3310,"Kid, The (1921)",['Action'],a0000122
m3311,"Man from Laramie, The (1955)",['Western'],
m3312,"McCullochs, The (1975)",['Drama'],
m3313,Class Reunion (1982),['Comedy'],a0588964
m3314,"Big Trees, The (1952)","['Action', 'Drama']",
m3315,Happy Go Lovely (1951),['Musical'],a0401680
m3316,Reindeer Games (2000),"['Action', 'Thriller']",a0001239
m3317,Wonder Boys (2000),"['Comedy', 'Drama']",a0000436
m3318,Deterrence (1998),['Thriller'],
m3319,Judy Berlin (1999),['Drama'],
m3320,Mifune (Mifunes sidste sang) (1999),"['Comedy', 'Romance']",
m3321,"Waiting Game, The (2000)",['Comedy'],
m3322,3 Strikes (2000),['Comedy'],
m3323,Chain of Fools (2000),"['Comedy', 'Crime']",a1969399
m3324,Drowning Mona (2000),['Comedy'],a0327064
m3325,"Next Best Thing, The (2000)","['Comedy', 'Drama']",a0772259
m3326,What Planet Are You From? (2000),"['Comedy', 'Sci-Fi']",a0001566
m3327,Beyond the Mat (2000),['Documentary'],a0087904
m3328,Ghost Dog: The Way of the Samurai (1999),"['Crime', 'Drama']",a0000464
m3329,"Year My Voice Broke, The (1987)",['Drama'],a0241090
m3330,Splendor in the Grass (1961),['Drama'],a0001415
m3331,My Tutor (1983),['Drama'],a0101055
m3332,"Legend of Lobo, The (1962)","['Adventure', ""Children's""]",
m3333,"Killing of Sister George, The (1968)",['Drama'],
m3334,Key Largo (1948),"['Crime', 'Drama', 'Film-Noir', 'Thriller']",a0001379
m3335,Jail Bait (1954),"['Crime', 'Drama']",
m3336,It Happened Here (1961),['Drama'],
m3337,I'll Never Forget What's 'is Name (1967),"['Comedy', 'Drama']",
m3338,For All Mankind (1989),['Documentary'],a0718031
m3339,Cross of Iron (1977),['War'],
m3340,Bride of the Monster (1956),"['Horror', 'Sci-Fi']",
m3341,Born Yesterday (1950),['Comedy'],a0002030
m3342,Birdy (1984),"['Drama', 'War']",a0000570
m3343,And God Created Woman (1988),"['Comedy', 'Drama', 'Romance']",
m3344,Blood Feast (1963),['Horror'],a0504496
m3345,"Charlie, the Lonesome Cougar (1967)","['Adventure', ""Children's""]",a0382548
m3346,Color Me Blood Red (1965),['Horror'],
m3347,Never Cry Wolf (1983),['Drama'],a0050597
m3348,"Night Visitor, The (1970)","['Crime', 'Thriller']",
m3349,"Perils of Pauline, The (1947)",['Comedy'],
m3350,"Raisin in the Sun, A (1961)",['Drama'],a0677951
m3351,Two Thousand Maniacs! (1964),['Horror'],
m3352,Brown's Requiem (1998),['Drama'],
m3353,"Closer You Get, The (2000)","['Comedy', 'Romance']",a0728522
m3354,Mission to Mars (2000),['Sci-Fi'],a0000361
m3355,"Ninth Gate, The (2000)",['Thriller'],a0000591
m3356,Condo Painting (2000),['Documentary'],
m3357,East-West (Est-ouest) (1999),"['Drama', 'Romance']",a0912224
m3358,Defending Your Life (1991),"['Comedy', 'Romance']",a0000983
m3359,Breaking Away (1979),['Drama'],a0946811
m3360,Hoosiers (1986),['Drama'],a0000770
m3361,Bull Durham (1988),['Comedy'],a0005421
m3362,Dog Day Afternoon (1975),"['Comedy', 'Crime', 'Drama']",a0001486
m3363,American Graffiti (1973),"['Comedy', 'Drama']",a0000184
m3364,"Asphalt Jungle, The (1950)","['Crime', 'Film-Noir']",a0001379
m3365,"Searchers, The (1956)",['Western'],a0000406
m3366,Where Eagles Dare (1969),"['Action', 'Adventure', 'War']",
m3367,"Devil's Brigade, The (1968)",['War'],
m3368,"Big Country, The (1958)","['Romance', 'Western']",a0943758
m3369,Any Number Can Win (Mélodie en sous-sol ) (1963),['Crime'],
m3370,Betrayed (1988),"['Drama', 'Thriller']",a0002020
m3371,Bound for Glory (1976),['Drama'],
m3372,"Bridge at Remagen, The (1969)","['Action', 'War']",a0347086
m3373,Buck and the Preacher (1972),['Western'],
m3374,Daughters of the Dust (1992),['Drama'],a0201969
m3375,Destination Moon (1950),['Sci-Fi'],
m3376,"Fantastic Night, The (La Nuit Fantastique) (1949)",['Romance'],
m3377,Hangmen Also Die (1943),"['Drama', 'War']",
m3378,"Ogre, The (Der Unhold) (1996)",['Drama'],a0772522
m3379,On the Beach (1959),['Drama'],a0006452
m3380,Railroaded! (1947),['Film-Noir'],
m3381,Slaves to the Underground (1997),"['Comedy', 'Drama']",
m3382,Song of Freedom (1936),['Drama'],
m3383,Big Fella (1937),"['Drama', 'Musical']",
m3384,"Taking of Pelham One Two Three, The (1974)",['Action'],a0765121
m3385,Volunteers (1985),['Comedy'],a0583292
m3386,JFK (1991),"['Drama', 'Mystery']",a0000231
m3387,Who's Harry Crumb? (1989),['Comedy'],a0280901
m3388,Harry and the Hendersons (1987),['Comedy'],a0213100
m3389,Let's Get Harry (1986),"['Action', 'Adventure']",a0000647
m3390,Shanghai Surprise (1986),['Adventure'],a0323795
m3391,Who's That Girl? (1987),['Comedy'],a0001226
m3392,She-Devil (1989),['Comedy'],a0782384
m3393,Date with an Angel (1987),"['Comedy', 'Fantasy']",a0572951
m3394,Blind Date (1987),"['Comedy', 'Romance']",a0001175
m3395,Nadine (1987),['Comedy'],a0000914
m3396,"Muppet Movie, The (1979)","[""Children's"", 'Comedy']",a0292419
m3397,"Great Muppet Caper, The (1981)","[""Children's"", 'Comedy']",a0001345
m3398,"Muppets Take Manhattan, The (1984)","[""Children's"", 'Comedy']",a0000568
m3399,Sesame Street Presents Follow That Bird (1985),"[""Children's"", 'Comedy']",
m3400,We're Back! A Dinosaur's Story (1993),"['Animation', ""Children's""]",a0957798
m3401,Baby... Secret of the Lost Legend (1985),"['Adventure', 'Sci-Fi']",a0636165
m3402,Turtle Diary (1985),['Drama'],a0410139
m3403,Raise the Titanic (1980),"['Drama', 'Thriller']",a0417054
m3404,Titanic (1953),"['Action', 'Drama']",a0624535
m3405,"Night to Remember, A (1958)","['Action', 'Drama']",a0001928
m3406,Captain Horatio Hornblower (1951),"['Action', 'Adventure', 'War']",a0909825
m3407,"Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999)","['Comedy', 'Drama']",
m3408,Erin Brockovich (2000),['Drama'],a0001752
m3409,Final Destination (2000),"['Drama', 'Thriller']",a0939128
m3410,Soft Fruit (1999),"['Comedy', 'Drama']",a0028297
m3411,Babymother (1998),['Drama'],
m3412,"Bear, The (1988)",['Adventure'],a0000269
m3413,Impact (1949),"['Crime', 'Drama']",
m3414,Love Is a Many-Splendored Thing (1955),['Romance'],a0485871
m3415,"Mirror, The (Zerkalo) (1975)",['Drama'],a0001789
m3416,"Trial, The (Le Procès) (1963)",['Drama'],
m3417,"Crimson Pirate, The (1952)","['Adventure', 'Comedy', 'Sci-Fi']",a0802563
m3418,Thelma & Louise (1991),"['Action', 'Drama']",a0000631
m3419,Something for Everyone (1970),"['Comedy', 'Crime']",
m3420,...And Justice for All (1979),"['Drama', 'Thriller']",a0422484
m3421,Animal House (1978),['Comedy'],a0000484
m3422,She's Gotta Have It (1986),"['Comedy', 'Romance']",a0000490
m3423,School Daze (1988),['Drama'],a0000490
m3424,Do the Right Thing (1989),"['Comedy', 'Drama']",a0000490
m3425,Mo' Better Blues (1990),['Drama'],a0000490
m3426,Jungle Fever (1991),"['Drama', 'Romance']",a0000490
m3427,Coogan's Bluff (1968),['Crime'],
m3428,"Champ, The (1979)",['Drama'],a0001874
m3429,Creature Comforts (1990),"['Animation', 'Comedy']",a0661910
m3430,Death Wish (1974),"['Action', 'Drama']",a0935382
m3431,Death Wish II (1982),"['Action', 'Drama']",a0935382
m3432,Death Wish 3 (1985),"['Action', 'Drama']",a0935382
m3433,Death Wish 4: The Crackdown (1987),"['Action', 'Drama']",a0496746
m3434,Death Wish V: The Face of Death (1994),"['Action', 'Drama']",a0326161
m3435,Double Indemnity (1944),"['Crime', 'Film-Noir']",a0000697
m3436,Dying Young (1991),"['Drama', 'Romance']",a0001708
m3437,Cool as Ice (1991),['Drama'],
m3438,Teenage Mutant Ninja Turtles (1990),"['Action', ""Children's"", 'Fantasy']",a0006625
m3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),"['Action', ""Children's"", 'Fantasy']",a0696309
m3440,Teenage Mutant Ninja Turtles III (1993),"['Action', ""Children's"", 'Fantasy']",a0318795
m3441,Red Dawn (1984),"['Action', 'War']",a0587518
m3442,Band of the Hand (1986),['Action'],a0001274
m3443,Born American (1986),"['Action', 'Drama', 'Thriller']",
m3444,Bloodsport (1988),['Action'],a0036582
m3445,Eyes of Laura Mars (1978),"['Mystery', 'Thriller']",a0449984
m3446,Funny Bones (1995),['Comedy'],a0155093
m3447,"Good Earth, The (1937)",['Drama'],a0939992
m3448,"Good Morning, Vietnam (1987)","['Comedy', 'Drama', 'War']",a0001469
m3449,"Good Mother, The (1988)",['Drama'],a0000559
m3450,Grumpy Old Men (1993),['Comedy'],a0677953
m3451,Guess Who's Coming to Dinner (1967),"['Comedy', 'Drama']",a0006452
m3452,Romeo Must Die (2000),"['Action', 'Romance']",a0005647
m3453,Here on Earth (2000),"['Drama', 'Romance']",a0686184
m3454,Whatever It Takes (2000),"['Comedy', 'Romance']",a0713527
m3455,Buddy Boy (1999),"['Drama', 'Thriller']",a0360144
m3456,"Color of Paradise, The (Rang-e Khoda) (1999)",['Drama'],a0006498
m3457,Waking the Dead (1999),['Drama'],
m3458,Blood and Sand (Sangre y Arena) (1989),"['Drama', 'Romance']",
m3459,Gothic (1986),"['Drama', 'Horror']",a0001692
m3460,Hillbillys in a Haunted House (1967),['Comedy'],
m3461,Lord of the Flies (1963),"['Adventure', 'Drama', 'Thriller']",a0111656
m3462,Modern Times (1936),['Comedy'],a0000122
m3463,Last Resort (1994),['Comedy'],
m3464,Solar Crisis (1993),"['Sci-Fi', 'Thriller']",
m3465,That's Life! (1986),['Drama'],
m3466,Heart and Souls (1993),"['Comedy', 'Fantasy']",a0881038
m3467,Hud (1963),"['Drama', 'Western']",a0728688
m3468,"Hustler, The (1961)",['Drama'],a0744035
m3469,Inherit the Wind (1960),['Drama'],a0006452
m3470,Dersu Uzala (1974),"['Adventure', 'Drama']",a0000041
m3471,Close Encounters of the Third Kind (1977),"['Drama', 'Sci-Fi']",a0000229
m3472,Horror Hotel (a.k.a. The City of the Dead) (1960),['Horror'],
m3473,Jonah Who Will Be 25 in the Year 2000 (1976),['Comedy'],a0849609
m3474,Retroactive (1997),"['Sci-Fi', 'Thriller']",a0007128
m3475,"Place in the Sun, A (1951)","['Drama', 'Romance']",a0828419
m3476,Jacob's Ladder (1990),"['Horror', 'Mystery', 'Thriller']",a0001490
m3477,Empire Records (1995),"['Comedy', 'Drama']",a0610496
m3478,"Bamba, La (1987)",['Drama'],a0883609
m3479,Ladyhawke (1985),"['Adventure', 'Fantasy', 'Romance']",a0001149
m3480,Lucas (1986),['Drama'],a0783544
m3481,High Fidelity (2000),['Comedy'],a0001241
m3482,Price of Glory (2000),['Drama'],
m3483,"Road to El Dorado, The (2000)","['Animation', ""Children's""]",a0005076
m3484,"Skulls, The (2000)",['Thriller'],a0003418
m3485,Autopsy (Macchie Solari) (1975),['Horror'],
m3486,Devil Girl From Mars (1954),['Sci-Fi'],
m3487,"Dorado, El (1967)",['Western'],
m3488,"Hideous Sun Demon, The (1959)","['Horror', 'Sci-Fi']",
m3489,Hook (1991),"['Adventure', 'Fantasy']",a0000229
m3490,Horror Express (1972),['Horror'],
m3491,My Chauffeur (1986),['Comedy'],
m3492,"Son of the Sheik, The (1926)",['Adventure'],a0280463
m3493,Torso (Corpi Presentano Tracce di Violenza Carnale) (1973),['Horror'],
m3494,True Grit (1969),"['Adventure', 'Western']",a0368871
m3495,Roadside Prophets (1992),"['Comedy', 'Drama']",
m3496,Madame Sousatzka (1988),['Drama'],a0772259
m3497,Max Dugan Returns (1983),['Comedy'],a0006889
m3498,Midnight Express (1978),['Drama'],a0000570
m3499,Misery (1990),['Horror'],a0001661
m3500,Mr. Saturday Night (1992),"['Comedy', 'Drama']",a0000345
m3501,Murphy's Romance (1985),"['Comedy', 'Romance']",a0728688
m3502,My Life (1993),['Drama'],a0748022
m3503,Solaris (Solyaris) (1972),"['Drama', 'Sci-Fi']",a0001789
m3504,Network (1976),"['Comedy', 'Drama']",a0001486
m3505,No Way Out (1987),['Thriller'],a0002044
m3506,North Dallas Forty (1979),"['Comedy', 'Drama']",a0467646
m3507,"Odd Couple, The (1968)",['Comedy'],a0757256
m3508,"Outlaw Josey Wales, The (1976)",['Western'],a0000142
m3509,Black and White (1999),['Drama'],
m3510,Frequency (2000),"['Drama', 'Thriller']",a0387706
m3511,Ready to Rumble (2000),['Comedy'],a0005367
m3512,Return to Me (2000),"['Drama', 'Romance']",a0001372
m3513,Rules of Engagement (2000),"['Drama', 'Thriller']",a0001243
m3514,Joe Gould's Secret (2000),['Drama'],a0001804
m3515,Me Myself I (2000),['Comedy'],a0006729
m3516,"Bell, Book and Candle (1958)","['Comedy', 'Romance']",a0703689
m3517,"Bells, The (1926)","['Crime', 'Drama']",
m3518,"End of Violence, The (1997)","['Drama', 'Thriller']",
m3519,Force 10 from Navarone (1978),"['Action', 'War']",a0357891
m3520,How to Stuff a Wild Bikini (1965),['Comedy'],
m3521,Mystery Train (1989),"['Comedy', 'Crime', 'Drama']",a0000464
m3522,Sacco and Vanzetti (Sacco e Vanzetti) (1971),['Drama'],
m3523,Taffin (1988),"['Action', 'Thriller']",
m3524,Arthur (1981),"['Comedy', 'Romance']",a0330619
m3525,Bachelor Party (1984),['Comedy'],a0411477
m3526,Parenthood (1989),"['Comedy', 'Drama']",a0000165
m3527,Predator (1987),"['Action', 'Sci-Fi', 'Thriller']",a0001532
m3528,"Prince of Tides, The (1991)","['Drama', 'Romance']",a0000659
m3529,"Postman Always Rings Twice, The (1981)","['Crime', 'Thriller']",a0706182
m3530,Smoking/No Smoking (1993),['Comedy'],
m3531,All the Vermeers in New York (1990),"['Comedy', 'Drama', 'Romance']",a0430927
m3532,Freedom for Us (À nous la liberté ) (1931),['Comedy'],
m3533,"Actor's Revenge, An (Yukinojo Henge) (1963)",['Drama'],
m3534,28 Days (2000),['Comedy'],a0858525
m3535,American Psycho (2000),"['Comedy', 'Horror', 'Thriller']",a0366004
m3536,Keeping the Faith (2000),"['Comedy', 'Romance']",a0001570
m3537,Where the Money Is (2000),"['Comedy', 'Drama']",a0437709
m3538,East is East (1999),['Comedy'],a0640740
m3539,"Filth and the Fury, The (2000)",['Documentary'],a0854697
m3540,Passion of Mind (1999),"['Romance', 'Thriller']",
m3541,Third World Cop (1999),['Action'],
m3542,Coming Apart (1969),['Drama'],
m3543,Diner (1982),"['Comedy', 'Drama']",a0001469
m3544,Shakes the Clown (1991),['Comedy'],a0001281
m3545,Cabaret (1972),"['Musical', 'War']",a0002080
m3546,What Ever Happened to Baby Jane? (1962),"['Drama', 'Thriller']",a0000736
m3547,Prick Up Your Ears (1987),['Drama'],
m3548,Auntie Mame (1958),"['Comedy', 'Drama']",a0196536
m3549,Guys and Dolls (1955),['Musical'],a0000581
m3550,"Hunger, The (1983)",['Horror'],a0001716
m3551,Marathon Man (1976),['Thriller'],a0772259
m3552,Caddyshack (1980),['Comedy'],a0000601
m3553,Gossip (2000),"['Drama', 'Thriller']",a0346550
m3554,Love and Basketball (2000),"['Drama', 'Romance']",a0697656
m3555,U-571 (2000),"['Action', 'Thriller']",a0609236
m3556,"Virgin Suicides, The (1999)","['Comedy', 'Drama']",a0001068
m3557,Jennifer 8 (1992),['Thriller'],a0732430
m3558,"Law, The (Le Legge) (1958)",['Drama'],
m3559,Limelight (1952),['Drama'],a0000122
m3560,Phantom Love (Ai No Borei) (1978),['Drama'],
m3561,Stacy's Knights (1982),['Drama'],
m3562,Committed (2000),"['Comedy', 'Drama']",
m3563,"Crow: Salvation, The (2000)","['Action', 'Horror']",a0620576
m3564,"Flintstones in Viva Rock Vegas, The (2000)","[""Children's"", 'Comedy']",a0505152
m3565,Where the Heart Is (2000),"['Comedy', 'Drama']",a0931285
m3566,"Big Kahuna, The (2000)","['Comedy', 'Drama']",a0841647
m3567,Bossa Nova (1999),['Comedy'],a0000853
m3568,Smiling Fish and Goat on Fire (1999),['Drama'],a0430064
m3569,"Idiots, The (Idioterne) (1998)","['Comedy', 'Drama']",a0001885
m3570,"Last September, The (1999)",['Drama'],
m3571,Time Code (2000),['Drama'],a0001214
m3572,Carnosaur (1993),"['Horror', 'Sci-Fi']",a0540542
m3573,Carnosaur 2 (1995),"['Horror', 'Sci-Fi']",a0007128
m3574,Carnosaur 3: Primal Species (1996),"['Horror', 'Sci-Fi']",a0934912
m3575,Defying Gravity (1997),['Drama'],
m3576,"Hidden, The (1987)","['Action', 'Horror', 'Sci-Fi']",a0794791
m3577,Two Moon Juction (1988),['Drama'],a0455394
m3578,Gladiator (2000),"['Action', 'Drama']",a0000631
m3579,I Dreamed of Africa (2000),['Drama'],
m3580,Up at the Villa (2000),['Drama'],a0351993
m3581,Human Traffic (1999),['Drama'],a0449863
m3582,"Jails, Hospitals & Hip-Hop (2000)",['Drama'],
m3583,Black Tights (Les Collants Noirs) (1960),['Drama'],
m3584,Breathless (1983),"['Action', 'Drama', 'Romance', 'Thriller']",a0564319
m3585,"Great Locomotive Chase, The (1956)","['Adventure', 'War']",
m3586,"Idolmaker, The (1980)",['Drama'],a0000431
m3587,Inferno (1980),['Horror'],a0000783
m3588,"King of Marvin Gardens, The (1972)","['Crime', 'Drama']",
m3589,"Kill, Baby... Kill! (Operazione Paura) (1966)",['Horror'],
m3590,"Lords of Flatbush, The (1974)",['Comedy'],a0894776
m3591,Mr. Mom (1983),"['Comedy', 'Drama']",a0236769
m3592,Time Masters (Les Maîtres du Temps) (1982),"['Animation', 'Sci-Fi']",a0482537
m3593,Battlefield Earth (2000),"['Action', 'Sci-Fi']",a0002337
m3594,Center Stage (2000),['Drama'],a0405336
m3595,Held Up (2000),['Comedy'],
